URL,Course,Degree,University,Tuition Fee,City,Country,Duration
https://www.bachelorsportal.com/studies/102983/criminal-justice.html?ref=search_card,Criminal Justice,Bachelor,University of Canterbury,"3,229,583 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/303332/civil-engineering-and-construction-management-undergraduate-foundation-programme.html?ref=search_card,Civil Engineering and Construction Management - Undergraduate Foundation Programme,Bachelor,The University of Lancashire,"3,858,390 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/490087/english-and-linguistics-undergraduate-foundation-programme.html?ref=search_card,English and Linguistics - Undergraduate Foundation Programme,Bachelor,"Birkbeck, University of London","4,562,605 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/292220/digital-communications-and-pr.html?ref=search_card,Digital Communications and PR (Online),Bachelor,GBSB Global Business School,"1,333,438 NPR / year",Barcelona,Spain,3 years
https://www.bachelorsportal.com/studies/284973/forensic-psychology-undergraduate-foundation-programme.html?ref=search_card,Forensic Psychology - Undergraduate Foundation Programme,Bachelor,The University of Lancashire,"3,858,390 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/320107/society-and-policy.html?ref=search_card,Society and Policy,Bachelor,University of Canterbury,"3,735,031 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/474394/medical-laboratory-technology.html?ref=search_card,Medical Laboratory Technology (Lateral),Bachelor,Manipal Academy of Higher Education,"317,918 NPR / year",Bangalore,India,3 years
https://www.bachelorsportal.com/studies/224873/philosophy-politics-and-society.html?ref=search_card,"Philosophy, Politics and Society",Bachelor,Radboud University,"2,373,176 NPR / year",Nijmegen,Netherlands,3 years
https://www.bachelorsportal.com/studies/103691/biochemistry.html?ref=search_card,Biochemistry,Bachelor,University of Canterbury,"3,671,957 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/429026/management-with-accounting-international-year-one.html?ref=search_card,Management with Accounting (Year in Business) - International Year One,Bachelor,Royal Holloway University of London,"4,426,496 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/103801/physics.html?ref=search_card,Physics,Bachelor,University of Canterbury,"3,671,957 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/452690/law-with-business-university-of-london-international-foundation-programme.html?ref=search_card,Law with Business - University of London International Foundation Programme,Bachelor,"Goldsmiths, University of London","4,669,125 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/482335/business-bachelor-in-cybersecurity.html?ref=search_card,Business Bachelor in Cybersecurity (Online),Bachelor,GBSB Global Business School,"1,531,304 NPR / year",Barcelona,Spain,3 years
https://www.bachelorsportal.com/studies/490081/data-science-and-computing-undergraduate-foundation-programme.html?ref=search_card,Data Science and Computing - Undergraduate Foundation Programme,Bachelor,"Birkbeck, University of London","4,562,605 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/284863/media-and-tv-production-undergraduate-foundation-programme.html?ref=search_card,Media and TV Production - Undergraduate Foundation Programme,Bachelor,The University of Lancashire,"3,450,063 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/474498/applied-science.html?ref=search_card,Applied Science (International Transfer Program in Engineering),Bachelor,Manipal Academy of Higher Education,"440,855 NPR / year",Manipal,India,4 years
https://www.bachelorsportal.com/studies/490099/liberal-arts-undergraduate-foundation-programme.html?ref=search_card,Liberal Arts - Undergraduate Foundation Programme,Bachelor,"Birkbeck, University of London","4,562,605 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/426974/management-with-marketing-undergraduate-foundation-programme.html?ref=search_card,Management with Marketing - Undergraduate Foundation Programme,Bachelor,Royal Holloway University of London,"4,426,496 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/460894/computer-science-and-engineering-cyber-security.html?ref=search_card,www.bachelorsportal.com,Bachelor,N/A,N/A,N/A,N/A,N/A
https://www.bachelorsportal.com/studies/455313/water-science-and-management.html?ref=search_card,www.bachelorsportal.com,Bachelor,N/A,N/A,N/A,N/A,N/A
https://www.bachelorsportal.com/studies/97172/industrial-engineering.html?ref=search_card,Industrial Engineering,Bachelor,Toronto Metropolitan University,"4,521,494 NPR / year",Toronto,Canada,4 years
https://www.bachelorsportal.com/studies/455166/composition.html?ref=search_card,Composition,Bachelor,University of Canterbury,"3,366,813 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/320123/psychology.html?ref=search_card,Psychology,Bachelor,University of Canterbury,"3,521,942 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/490093/global-politics-and-language-undergraduate-foundation-programme.html?ref=search_card,"Global Politics and Language (French, German, Italian, Japanese, Korean, Spanish) - Undergraduate Foundation Programme",Bachelor,"Birkbeck, University of London","4,562,605 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/474374/medical-imaging-technology.html?ref=search_card,Medical Imaging Technology (Lateral),Bachelor,Manipal Academy of Higher Education,"889,217 NPR / year",Bangalore,India,3 years
https://www.bachelorsportal.com/studies/103708/biological-sciences.html?ref=search_card,Biological Sciences,Bachelor,University of Canterbury,"3,671,957 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/455159/biomedical-engineering.html?ref=search_card,Biomedical Engineering (Hons),Bachelor,University of Canterbury,"4,044,437 NPR / year",Christchurch,New Zealand,4 years
https://www.bachelorsportal.com/studies/463468/fashion-design-lateral-entry.html?ref=search_card,Fashion Design - Lateral Entry,Bachelor,Manipal Academy of Higher Education,"2,354,951 NPR / year",Manipal,India,3 years
https://www.bachelorsportal.com/studies/463643/computer-science-and-financial-technology.html?ref=search_card,Computer Science and Financial Technology,Bachelor,Manipal Academy of Higher Education,"1,959,975 NPR / year",Dubai,United Arab Emirates,4 years
https://www.bachelorsportal.com/studies/180754/health-information-management.html?ref=search_card,Health Information Management,Bachelor,Manipal Academy of Higher Education,"305,547 NPR / year",Manipal,India,4 years
https://www.bachelorsportal.com/studies/346499/business-administration-international-business.html?ref=search_card,Business Administration - International Business,Bachelor,The University of Maine,"1,229 USD/credit Based on the original amount of",Orono,United States,4 years
https://www.bachelorsportal.com/studies/430128/biological-sciences-undergraduate-foundation-programme.html?ref=search_card,Biological Sciences - Undergraduate Foundation Programme,Bachelor,Royal Veterinary College,"4,533,016 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/425307/curating-undergraduate-foundation-programme.html?ref=search_card,Curating - Undergraduate Foundation Programme,Bachelor,"Goldsmiths, University of London","4,426,496 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/103834/speech-and-language-pathology.html?ref=search_card,Speech and Language Pathology (Hons),Bachelor,University of Canterbury,"3,763,159 NPR / year",Christchurch,New Zealand,4 years
https://www.bachelorsportal.com/studies/491727/international-journalism-undergraduate-foundation-programme.html?ref=search_card,International Journalism - Undergraduate Foundation Programme,Bachelor,The University of Lancashire,"3,450,063 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/426987/computer-science-undergraduate-foundation-programme.html?ref=search_card,Computer Science (Information Security) - Undergraduate Foundation Programme,Bachelor,Royal Holloway University of London,"4,533,016 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/487983/electronic-engineering-with-industrial-experience-undergraduate-foundation-programme.html?ref=search_card,Electronic Engineering with Industrial Experience - Undergraduate Foundation Programme,Bachelor,Queen Mary University of London,"4,533,016 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/102853/chinese.html?ref=search_card,Chinese,Bachelor,University of Canterbury,"2,973,024 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/303237/accounting-undergraduate-foundation-programme.html?ref=search_card,Accounting - Undergraduate Foundation Programme,Bachelor,"Birkbeck, University of London","4,562,605 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/463650/double-major.html?ref=search_card,"Double Major (Sociology, History, Economics, Political Science)",Bachelor,Manipal Academy of Higher Education,"827,214 NPR / year",Bangalore,India,4 years
https://www.bachelorsportal.com/studies/425309/drama-and-theatre-arts-undergraduate-foundation-programme.html?ref=search_card,Drama and Theatre Arts - Undergraduate Foundation Programme,Master,"Goldsmiths, University of London","4,426,496 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/137816/nursing.html?ref=search_card,Nursing,Bachelor,Trent University,"3,533,592 NPR / year",Peterborough,Canada,4 years
https://www.bachelorsportal.com/studies/427099/mathematics-with-statistics-undergraduate-foundation-programme.html?ref=search_card,Mathematics with Statistics - Undergraduate Foundation Programme,Bachelor,Royal Holloway University of London,"4,533,016 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/452473/actuarial-science-undergraduate-foundation-programme.html?ref=search_card,Actuarial Science - Undergraduate Foundation Programme,Bachelor,Queen Mary University of London,"4,426,496 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/452600/biochemistry-undergraduate-foundation-programme.html?ref=search_card,Biochemistry (with Year in Industry - Research) - Undergraduate Foundation Programme,Bachelor,Queen Mary University of London,"4,533,016 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/455287/pacific-studies.html?ref=search_card,Pacific Studies,Bachelor,University of Canterbury,"2,973,024 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/320019/photography.html?ref=search_card,Photography,Bachelor,University of Canterbury,"3,446,508 NPR / year",Christchurch,New Zealand,4 years
