URL,Course,Degree,University,Tuition Fee,City,Country,Duration
https://www.bachelorsportal.com/studies/441771/international-business.html?ref=search_card,International Business (Hons)International Business (Hons)Kingston University,N/A,Provided by university,"3,700,678 NPR / year",London,United Kingdom,3 years
https://www.bachelorsportal.com/studies/303403/tesol-and-modern-languages-undergraduate-foundation-programme.html?ref=search_card,TESOL and Modern Languages - Undergraduate Foundation ProgrammeTESOL and Modern Languages - Undergraduate Foundation ProgrammeThe University of Lancashire,N/A,Provided by university,"3,498,641 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/490034/environmental-geoscience-undergraduate-foundation-programme.html?ref=search_card,"Environmental Geoscience - Undergraduate Foundation ProgrammeEnvironmental Geoscience - Undergraduate Foundation ProgrammeBirkbeck, University of London",N/A,,"4,734,867 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/491849/actuarial-science-with-research.html?ref=search_card,Actuarial Science with Research (Honours)Amity University Noida,N/A,,"330,120 NPR / year",Noida,India,4 years
https://www.bachelorsportal.com/studies/490095/health-and-social-care-and-management-undergraduate-foundation-programme.html?ref=search_card,"Health and Social Care and Management - Undergraduate Foundation ProgrammeHealth and Social Care and Management - Undergraduate Foundation ProgrammeBirkbeck, University of London",N/A,,"4,626,847 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/180870/information-technology.html?ref=search_card,Information TechnologyInformation TechnologyManipal Academy of Higher Education,N/A,Provided by university,"7,829,918 NPR / year",Bangalore,India,4 years
https://www.bachelorsportal.com/studies/452603/chemistry-undergraduate-foundation-programme.html?ref=search_card,Chemistry - Undergraduate Foundation ProgrammeChemistry - Undergraduate Foundation ProgrammeQueen Mary University of London,N/A,Provided by university,"4,596,842 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/484767/biotechnology-international.html?ref=search_card,Biotechnology - InternationalAmity University Noida,N/A,,"921,784 NPR / year",Noida,India,4 years
https://www.bachelorsportal.com/studies/417359/accounting-and-finance.html?ref=search_card,Accounting and Finance (Honours)Accounting and Finance (Honours)Bangor University,N/A,,"3,800,696 NPR / year",Changsha,China,3 years
https://www.bachelorsportal.com/studies/103149/german.html?ref=search_card,GermanGermanUniversity of Canterbury,N/A,Provided by university,"3,018,548 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/491729/geography-undergraduate-foundation-programme.html?ref=search_card,Geography - Undergraduate Foundation ProgrammeGeography - Undergraduate Foundation ProgrammeThe University of Lancashire,N/A,Provided by university,"3,498,641 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/419085/liberal-arts-and-english.html?ref=search_card,Liberal Arts and EnglishThe Hebrew University of Jerusalem,N/A,Provided by university,"2,342,929 NPR / year",Jerusalem,Israel,3 years
https://www.bachelorsportal.com/studies/320013/forest-engineering.html?ref=search_card,Forest Engineering (Hons)Forest Engineering (Hons)University of Canterbury,N/A,Provided by university,"4,106,368 NPR / year",Christchurch,New Zealand,4 years
https://www.bachelorsportal.com/studies/390755/hnd-international-level-3-extended-diploma-in-information-technology.html?ref=search_card,HND International Level 3 Extended Diploma in Information TechnologyGlobal Business Studies Dubai,Master,,"1,646,362 NPR / year",Dubai,United Arab Emirates,1 year
https://www.bachelorsportal.com/studies/491757/undergraduate-foundation-programme.html?ref=search_card,Undergraduate Foundation ProgrammeUndergraduate Foundation ProgrammeRoyal College of Surgeons in Ireland,N/A,,"3,397,239 NPR / full",Dublin,Ireland,9 months
https://www.bachelorsportal.com/studies/219280/business-administration.html?ref=search_card,Business AdministrationBusiness AdministrationColorado State University,N/A,Provided by university,"5,458,723 NPR / year",Fort Collins,United States,4 years
https://www.bachelorsportal.com/studies/490086/english-and-language-undergraduate-foundation-programme.html?ref=search_card,"English and Language (French, German, Italian, Japanese, Korean, Spanish) - Undergraduate Foundation ProgrammeEnglish and Language (French, German, Italian, Japanese, Korean, Spanish) - Undergraduate Foundation ProgrammeBirkbeck, University of London",N/A,,"4,626,847 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/463476/optometry.html?ref=search_card,OptometryOptometryManipal Academy of Higher Education,N/A,Provided by university,"676,426 NPR / year",Manipal,India,4 years
https://www.bachelorsportal.com/studies/430107/undergraduate-foundation-programme-life-sciences.html?ref=search_card,Undergraduate Foundation Programme - Life SciencesUndergraduate Foundation Programme - Life SciencesRoyal Veterinary College,N/A,,"4,596,842 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/455305/strength-and-conditioning.html?ref=search_card,Strength and ConditioningStrength and ConditioningUniversity of Canterbury,N/A,Provided by university,"3,093,839 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/320103/software-engineering.html?ref=search_card,Software Engineering (Hons)Software Engineering (Hons)University of Canterbury,N/A,Provided by university,"4,106,368 NPR / year",Christchurch,New Zealand,4 years
https://www.bachelorsportal.com/studies/303326/interior-design-undergraduate-foundation-programme.html?ref=search_card,Interior Design - Undergraduate Foundation ProgrammeInterior Design - Undergraduate Foundation ProgrammeThe University of Lancashire,N/A,Provided by university,"3,498,641 NPR / full",Preston,United Kingdom,9 months
https://www.bachelorsportal.com/studies/473360/digital-media-production.html?ref=search_card,Digital Media ProductionDigital Media ProductionManipal Academy of Higher Education,N/A,Provided by university,"842,699 NPR / year",Manipal,India,4 years
https://www.bachelorsportal.com/studies/320125/psychology.html?ref=search_card,PsychologyPsychologyUniversity of Canterbury,N/A,Provided by university,"3,728,184 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/490094/health-and-social-care-undergraduate-foundation-programme.html?ref=search_card,"Health and Social Care - Undergraduate Foundation ProgrammeHealth and Social Care - Undergraduate Foundation ProgrammeBirkbeck, University of London",N/A,,"4,626,847 NPR / full",London,United Kingdom,9 months
https://www.bachelorsportal.com/studies/103361/political-science-and-international-relations.html?ref=search_card,Political Science and International RelationsPolitical Science and International RelationsUniversity of Canterbury,N/A,Provided by university,"3,018,548 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/390753/hnd-in-digital-technologies-solutions-and-applications.html?ref=search_card,HND in Digital Technologies (Artificial Intelligence (AI) Solutions and Applications)Global Business Studies Dubai,N/A,,"1,646,362 NPR / year",Dubai,United Arab Emirates,2 years
https://www.bachelorsportal.com/studies/320106/spatial-data-science.html?ref=search_card,Spatial Data ScienceSpatial Data ScienceUniversity of Canterbury,N/A,Provided by university,"3,641,643 NPR / year",Christchurch,New Zealand,3 years
https://www.bachelorsportal.com/studies/490091/film-media-and-language-undergraduate-foundation-programme.html?ref=search_card,"Film Media and Language (French, German, Italian, Japanese, Korean, Spanish) - Undergraduate Foundation ProgrammeFilm Media and Language (French, German, Italian, Japanese, Korean, Spanish) - Undergraduate Foundation ProgrammeBirkbeck, University of London",N/A,,"4,626,847 NPR / full",London,United Kingdom,9 months
